Num,Comments,Sample,MAPbI,MAPbBr,MAPbCl,Capping,Concentration,Annealing,Red,Green,Blue,Merit
0,-,#0-D1-MAPIBr_0_1_10mM_100C_cap2-MAPbI0 MAPbBr1 MAPbCl0 ,0,1,0,02,10,100,4841.309822,12150.44314,16370.12388,33361.87684
1,-,#1-C1-MAPIBr_0_1_10mM_100C_cap5-MAPbI0 MAPbBr1 MAPbCl0 ,0,1,0,05,10,100,2543.733936,1277.01964,221.5417624,4042.295338
2,-,#2-B1-MAPIBr_0_1_10mM_100C_cap8-MAPbI0 MAPbBr1 MAPbCl0 ,0,1,0,08,10,100,1330.132994,4726.233639,3990.173092,10046.53973
3,-,#3-A1-MAPIBr_0_1_10mM_100C_cap1-MAPbI0 MAPbBr1 MAPbCl0 ,0,1,0,01,10,100,1550.605689,6392.339693,8045.762546,15988.70793
4,-,#4-D2-MAPIBr_0_1_10mM_100C_cap5-MAPbI0 MAPbBr1 MAPbCl0 ,0,1,0,05,10,100,885.781792,1923.066303,443.1030929,3251.951188
5,-,#5-C2-MAPIBr_0_1_10mM_100C_cap8-MAPbI0 MAPbBr1 MAPbCl0 ,0,1,0,08,10,100,1533.509507,5726.444548,6870.408212,14130.36227
6,-,#6-B2-MAPIBr_0_1_10mM_100C_PTAI-MAPbI0 MAPbBr1 MAPbCl0 ,0,1,0,PTEAI,10,100,1383.882319,2662.859729,3866.062607,7912.804655
7,-,#7-A2-MAPIBr_0_1_10mM_100C_cap4-MAPbI0 MAPbBr1 MAPbCl0 ,0,1,0,04,10,100,1859.465102,11838.90975,9810.170169,23508.54502
8,-,#8-D3-MAPIBr_0_1_10mM_100C_cap10-MAPbI0 MAPbBr1 MAPbCl0 ,0,1,0,10,10,100,3311.005545,10234.81526,4058.33786,17604.15866
9,-,#9-C3-MAPIBr_0_1_10mM_100C_PTAI-MAPbI0 MAPbBr1 MAPbCl0 ,0,1,0,PTEAI,10,100,1443.924988,5849.392763,1767.458946,9060.776698
10,-,#10-B3-MAPIBr_0_1-MAPbI0 MAPbBr1 MAPbCl0 ,0,1,0,0,0,0,4824.083133,21125.55354,26579.84239,52529.47907
11,-,#11-A3-MAPIBr_0_1-MAPbI0 MAPbBr1 MAPbCl0 ,0,1,0,0,0,0,5824.671977,13029.49321,11450.01559,30304.18078
12,-,#12-D4-MAPIBr_0_1-MAPbI0 MAPbBr1 MAPbCl0 ,0,1,0,0,0,0,10728.61313,30796.81484,40642.81536,82168.24333
13,-,#13-C4-MAPIBr_0_1-MAPbI0 MAPbBr1 MAPbCl0 ,0,1,0,0,0,0,5416.105094,14847.68661,12456.26917,32720.06087
14,-,#14-B4-MAPIBr_0_1_10mM_100C_cap3-MAPbI0 MAPbBr1 MAPbCl0 ,0,1,0,03,10,100,4840.260119,18847.87794,22719.37731,46407.51537
15,-,#15-A4-MAPIBr_0_1_10mM_100C_cap10-MAPbI0 MAPbBr1 MAPbCl0 ,0,1,0,10,10,100,2054.850894,5551.315185,5938.547107,13544.71319
16,-,#16-D5-MAPIBr_0_1_10mM_100C_cap9-MAPbI0 MAPbBr1 MAPbCl0 ,0,1,0,09,10,100,3013.620829,799.2742776,761.4046918,4574.299798
17,-,#17-C5-MAPIBr_0_1_10mM_100C_cap3-MAPbI0 MAPbBr1 MAPbCl0 ,0,1,0,03,10,100,4730.152782,20455.93709,24409.32632,49595.4162
18,-,#18-B5-MAPIBr_0_1_10mM_100C_cap7-MAPbI0 MAPbBr1 MAPbCl0 ,0,1,0,07,10,100,3971.92481,12565.13756,15537.66989,32074.73227
19,-,#19-A5-MAPIBr_0_1-MAPbI0 MAPbBr1 MAPbCl0 ,0,1,0,0,0,0,3672.502828,18061.08285,21565.1605,43298.74618
20,-,#20-D6-MAPIBr_0_1_10mM_100C_cap6-MAPbI0 MAPbBr1 MAPbCl0 ,0,1,0,06,10,100,3458.960624,12907.38955,8683.860391,25050.21056
21,-,#21-C6-MAPIBr_0_1_10mM_100C_cap7-MAPbI0 MAPbBr1 MAPbCl0 ,0,1,0,07,10,100,2215.011294,5916.873522,6783.870529,14915.75535
22,-,#22-B6-MAPIBr_0_1_10mM_100C_cap1-MAPbI0 MAPbBr1 MAPbCl0 ,0,1,0,01,10,100,2843.282525,11888.41927,19493.08849,34224.79029
23,-,#23-A6-MAPIBr_0_1_10mM_100C_cap9-MAPbI0 MAPbBr1 MAPbCl0 ,0,1,0,09,10,100,2773.036082,1012.687829,353.462185,4139.186096
24,-,#24-D7-MAPIBr_0_1-MAPbI0 MAPbBr1 MAPbCl0 ,0,1,0,0,0,0,6814.7997,17918.3924,20239.67087,44972.86297
25,-,#25-C7-MAPIBr_0_1_10mM_100C_cap2-MAPbI0 MAPbBr1 MAPbCl0 ,0,1,0,02,10,100,2162.644514,8183.02869,8041.344361,18387.01757
26,-,#26-B7-MAPIBr_0_1_10mM_100C_cap4-MAPbI0 MAPbBr1 MAPbCl0 ,0,1,0,04,10,100,3069.851845,11243.93644,8584.48686,22898.27514
27,-,#27-A7-MAPIBr_0_1_10mM_100C_cap6-MAPbI0 MAPbBr1 MAPbCl0 ,0,1,0,06,10,100,2418.310907,10419.02042,2701.022724,15538.35405
