Num,Comments,Sample,MAPbI,MAPbBr,MAPbCl,Capping,Concentration,Annealing,Red,Green,Blue,Merit
0,-,#0-D1-MAPIBr_1_0_10mM_75C_cap4-MAPbI1.0 MAPbBr0.0 MAPbCl0.0 ,1,0,0,04,10,75,31563.30817,33314.60641,4797.932097,69675.84668
1,-,#1-C1-MAPIBr_1_0_5mM_75C_cap1-MAPbI1.0 MAPbBr0.0 MAPbCl0.0 ,1,0,0,01,5,75,34850.62765,37605.54255,4860.228981,77316.39918
2,-,#2-B1-MAPIBr_1_0_5mM_75C_cap4-MAPbI1.0 MAPbBr0.0 MAPbCl0.0 ,1,0,0,04,5,75,35878.79514,37148.87064,9846.524177,82874.18996
3,-,#3-A1---MAPbI1.0 MAPbBr0.0 MAPbCl0.0 ,1,0,0,NaN,0,0,2392.952802,1233.854049,1851.002532,5477.809383
4,-,#4-D2-MAPIBr_1_0_5mM_75C_cap2-MAPbI1.0 MAPbBr0.0 MAPbCl0.0 ,1,0,0,02,5,75,33110.6125,31652.82113,6855.131994,71618.56562
5,-,#5-C2-MAPIBr_1_0_5mM_75C_cap5-MAPbI1.0 MAPbBr0.0 MAPbCl0.0 ,1,0,0,05,5,75,25325.14647,27334.61565,9388.406194,62048.16831
6,-,#6-B2-MAPIBr_1_0-MAPbI1.0 MAPbBr0.0 MAPbCl0.0 ,1,0,0,0,0,0,25197.99401,27061.59393,10414.79911,62674.38705
7,-,#7-A2-MAPIBr_1_0_10mM_100C_cap1-MAPbI1.0 MAPbBr0.0 MAPbCl0.0 ,1,0,0,01,10,100,25449.4943,24937.20214,3025.291291,53411.98773
8,-,#8-D3-MAPIBr_1_0_5mM_75C_PTAI-MAPbI1.0 MAPbBr0.0 MAPbCl0.0 ,1,0,0,PTEAI,5,75,10730.85775,9565.570853,2999.85863,23296.28723
9,-,#9-C3-MAPIBr_1_0-MAPbI1.0 MAPbBr0.0 MAPbCl0.0 ,1,0,0,0,0,0,25016.64185,25815.07633,9085.85842,59917.57659
10,-,#10-B3-MAPIBr_1_0_10mM_100C_cap2-MAPbI1.0 MAPbBr0.0 MAPbCl0.0 ,1,0,0,02,10,100,40612.07762,40936.76743,7779.667381,89328.51243
11,-,#11-A3-MAPIBr_1_0_10mM_100C_cap5-MAPbI1.0 MAPbBr0.0 MAPbCl0.0 ,1,0,0,05,10,100,26615.22455,24235.75843,6836.571461,57687.55444
12,-,#12-D4-MAPIBr_1_0-MAPbI1.0 MAPbBr0.0 MAPbCl0.0 ,1,0,0,0,0,0,33020.30873,35071.88792,2992.160057,71084.35671
13,-,#13-C4-MAPIBr_1_0_10mM_100C_cap3-MAPbI1.0 MAPbBr0.0 MAPbCl0.0 ,1,0,0,03,10,100,41316.68637,40522.50152,8828.134207,90667.32209
14,-,#14-B4-MAPIBr_1_0_10mM_100C_PTAI-MAPbI1.0 MAPbBr0.0 MAPbCl0.0 ,1,0,0,PTEAI,10,100,14415.47487,13914.89469,5444.890705,33775.26027
15,-,#15-A4-MAPIBr_1_0_5mM_100C_cap3-MAPbI1.0 MAPbBr0.0 MAPbCl0.0 ,1,0,0,03,5,100,44248.31417,44191.01373,9654.29567,98093.62358
16,-,#16-D5-MAPIBr_1_0_10mM_100C_cap4-MAPbI1.0 MAPbBr0.0 MAPbCl0.0 ,1,0,0,04,10,100,33088.94143,33061.51964,5758.135683,71908.59675
17,-,#17-C5-MAPIBr_1_0_5mM_100C_cap1-MAPbI1.0 MAPbBr0.0 MAPbCl0.0 ,1,0,0,01,5,100,35945.08893,36731.25158,3913.274809,76589.61532
18,-,#18-B5-MAPIBr_1_0_5mM_100C_cap4-MAPbI1.0 MAPbBr0.0 MAPbCl0.0 ,1,0,0,04,5,100,39413.11545,36422.13146,16606.85715,92442.10406
19,-,#19-A5-MAPIBr_1_0_10mM_75C_cap1-MAPbI1.0 MAPbBr0.0 MAPbCl0.0 ,1,0,0,01,10,75,31667.72817,30482.592,13989.00213,76139.3223
20,-,#20-D6-MAPIBr_1_0_5mM_100C_cap2-MAPbI1.0 MAPbBr0.0 MAPbCl0.0 ,1,0,0,02,5,100,34158.38471,32383.37304,2710.544866,69252.30262
21,-,#21-C6-MAPIBr_1_0_5mM_100C_cap5-MAPbI1.0 MAPbBr0.0 MAPbCl0.0 ,1,0,0,05,5,100,26392.00795,26411.24273,3747.20397,56550.45465
22,-,#22-B6-MAPIBr_1_0_10mM_75C_cap2-MAPbI1.0 MAPbBr0.0 MAPbCl0.0 ,1,0,0,02,10,75,29173.07186,28212.17345,8394.156243,65779.40156
23,-,#23-A6-MAPIBr_1_0_10mM_75C_cap5-MAPbI1.0 MAPbBr0.0 MAPbCl0.0 ,1,0,0,05,10,75,25692.73501,24772.14558,11594.71392,62059.5945
24,-,#24-D7-MAPIBr_1_0_5mM_100C_PTAI-MAPbI1.0 MAPbBr0.0 MAPbCl0.0 ,1,0,0,PTEAI,5,100,8288.473549,6889.469496,2553.650716,17731.59376
25,-,#25-C7-MAPIBr_1_0_10mM_75C_cap3-MAPbI1.0 MAPbBr0.0 MAPbCl0.0 ,1,0,0,03,10,75,25067.22615,23896.6478,4420.443289,53384.31724
26,-,#26-B7-MAPIBr_1_0_10mM_75C_PTAI-MAPbI1.0 MAPbBr0.0 MAPbCl0.0 ,1,0,0,PTEAI,10,75,3228.236521,2207.522444,961.4787799,6397.237744
27,-,#27-A7-MAPIBr_1_0_5mM_75C_cap3-MAPbI1.0 MAPbBr0.0 MAPbCl0.0 ,1,0,0,03,5,75,24864.88946,22663.91022,7186.268214,54715.06789
