Num,Comments,Sample,MAPbI,MAPbBr,MAPbCl,Capping,Concentration,Annealing,Red,Green,Blue,Merit
0,-,#0-D1-MAPIBr_1_3_10mM_100C_cap1-MAPbI0.25 MAPbBr0.75 MAPbCl0.0 ,0.25,0.75,0,01,10,100,12293.95101,46801.67324,34047.73898,93143.36323
1,-,#1-C1-MAPIBr_1_3_10mM_100C_cap2-MAPbI0.25 MAPbBr0.75 MAPbCl0.0 ,0.25,0.75,0,02,10,100,5255.674654,52384.58113,53190.63597,110830.8918
2,-,#2-B1-MAPIBr_1_3_10mM_100C_cap5-MAPbI0.25 MAPbBr0.75 MAPbCl0.0 ,0.25,0.75,0,05,10,100,1601.334001,27842.33169,5705.915049,35149.58074
3,-,#3-A1-MAPIBr_1_3_10mM_100C_cap8-MAPbI0.25 MAPbBr0.75 MAPbCl0.0 ,0.25,0.75,0,08,10,100,5969.964301,43603.3091,20409.99034,69983.26375
4,-,#4-D2-MAPIBr_1_3_10mM_100C_cap4-MAPbI0.25 MAPbBr0.75 MAPbCl0.0 ,0.25,0.75,0,04,10,100,12702.05818,43145.67914,28749.39419,84597.13152
5,-,#5-C2-MAPIBr_1_3_10mM_100C_cap5-MAPbI0.25 MAPbBr0.75 MAPbCl0.0 ,0.25,0.75,0,05,10,100,875.1567247,28272.41472,5749.284523,34896.85596
6,-,#6-B2-MAPIBr_1_3_10mM_100C_cap8-MAPbI0.25 MAPbBr0.75 MAPbCl0.0 ,0.25,0.75,0,08,10,100,6263.8716,45461.77649,25592.54882,77318.19691
7,-,#7-A2-MAPIBr_1_3_10mM_100C_PTAI-MAPbI0.25 MAPbBr0.75 MAPbCl0.0 ,0.25,0.75,0,PTEAI,10,100,1797.879793,15688.26863,5292.700169,22778.84859
8,-,#8-D3-MAPIBr_1_3-MAPbI0.25 MAPbBr0.75 MAPbCl0.0 ,0.25,0.75,0,0,0,0,14382.20694,43755.58866,27308.79522,85446.59082
9,-,#9-C3-MAPIBr_1_3_10mM_100C_cap10-MAPbI0.25 MAPbBr0.75 MAPbCl0.0 ,0.25,0.75,0,10,10,100,19909.65433,55831.66644,40614.38355,116355.7043
