Num,Comments,Sample,MAPbI,MAPbBr,MAPbCl,Capping,Concentration,Annealing,Red,Green,Blue,Merit
0,-,#0-D1-MAPIBr_0_1_10mM_75C_PTAI-MAPbI0.0 MAPbBr1.0 MAPbCl0.0 ,0,1,0,PTEAI,10,75,4754.835839,7317.18533,1469.334066,13541.35523
1,-,#1-C1-MAPIBr_0_1_5mM_75C_cap8-MAPbI0.0 MAPbBr1.0 MAPbCl0.0 ,0,1,0,08,5,75,1334.566536,3705.969225,1966.210086,7006.745846
2,-,#2-B1-MAPIBr_0_1_5mM_75C_PTAI-MAPbI0.0 MAPbBr1.0 MAPbCl0.0 ,0,1,0,PTEAI,5,75,7501.898811,11735.46087,3162.743612,22400.10329
3,-,#3-A1-MAPIBr_0_1-MAPbI0.0 MAPbBr1.0 MAPbCl0.0 ,0,1,0,0,0,0,11560.77864,20693.74717,15934.60263,48189.12843
4,-,#4-D2-MAPIBr_0_1_5mM_75C_cap9-MAPbI0.0 MAPbBr1.0 MAPbCl0.0 ,0,1,0,09,5,75,1418.393721,1061.231167,355.7591875,2835.384075
5,-,#5-C2-MAPIBr_0_1-MAPbI0.0 MAPbBr1.0 MAPbCl0.0 ,0,1,0,0,0,0,14474.70098,32133.54599,40327.01758,86935.26455
6,-,#6-B2---MAPbI0.0 MAPbBr1.0 MAPbCl0.0 ,0,1,0,NaN,0,0,1158.010268,501.6188523,1348.775972,3008.405092
7,-,#7-A2-MAPIBr_0_1_10mM_100C_cap8-MAPbI0.0 MAPbBr1.0 MAPbCl0.0 ,0,1,0,08,10,100,601.5092328,2368.623915,1487.493876,4457.627024
8,-,#8-D3-MAPIBr_0_1-MAPbI0.0 MAPbBr1.0 MAPbCl0.0 ,0,1,0,0,0,0,8361.731583,21549.82505,23574.72603,53486.28266
9,-,#9-C3-MAPIBr_0_1_10mM_100C_cap6-MAPbI0.0 MAPbBr1.0 MAPbCl0.0 ,0,1,0,06,10,100,2750.00546,15551.83841,11106.90127,29408.74514
10,-,#10-B3-MAPIBr_0_1_10mM_100C_cap9-MAPbI0.0 MAPbBr1.0 MAPbCl0.0 ,0,1,0,09,10,100,1049.738751,1597.586925,252.2947612,2899.620438
11,-,#11-A3-MAPIBr_0_1_5mM_100C_cap6-MAPbI0.0 MAPbBr1.0 MAPbCl0.0 ,0,1,0,06,5,100,2926.945512,13859.6286,8964.102623,25750.67673
12,-,#12-D4-MAPIBr_0_1_10mM_100C_cap7-MAPbI0.0 MAPbBr1.0 MAPbCl0.0 ,0,1,0,07,10,100,6045.577922,13838.01226,17587.78553,37471.37572
13,-,#13-C4-MAPIBr_0_1_10mM_100C_cap10-MAPbI0.0 MAPbBr1.0 MAPbCl0.0 ,0,1,0,10,10,100,2971.524603,8778.014279,2518.056136,14267.59502
14,-,#14-B4-MAPIBr_0_1_5mM_100C_cap7-MAPbI0.0 MAPbBr1.0 MAPbCl0.0 ,0,1,0,07,5,100,3370.839451,10322.77001,10037.97496,23731.58442
15,-,#15-A4-MAPIBr_0_1_5mM_100C_cap10-MAPbI0.0 MAPbBr1.0 MAPbCl0.0 ,0,1,0,10,5,100,4057.068144,8504.338015,3266.555069,15827.96123
16,-,#16-D5-MAPIBr_0_1_10mM_100C_PTAI-MAPbI0.0 MAPbBr1.0 MAPbCl0.0 ,0,1,0,PTEAI,10,100,4680.55341,8505.265183,3045.881475,16231.70007
17,-,#17-C5-MAPIBr_0_1_5mM_100C_cap8-MAPbI0.0 MAPbBr1.0 MAPbCl0.0 ,0,1,0,08,5,100,1588.420558,5750.42833,5019.066797,12357.91569
18,-,#18-B5-MAPIBr_0_1_5mM_100C_PTAI-MAPbI0.0 MAPbBr1.0 MAPbCl0.0 ,0,1,0,PTEAI,5,100,6836.181018,10595.08919,1434.38958,18865.65979
19,-,#19-A5-MAPIBr_0_1_10mM_75C_cap8-MAPbI0.0 MAPbBr1.0 MAPbCl0.0 ,0,1,0,08,10,75,486.1247276,3273.785859,2288.227647,6048.138234
20,-,#20-D6-MAPIBr_0_1_5mM_100C_cap9-MAPbI0.0 MAPbBr1.0 MAPbCl0.0 ,0,1,0,09,5,100,350.8036747,1373.801793,132.8441929,1857.449661
21,-,#21-C6-MAPIBr_0_1_10mM_75C_cap6-MAPbI0.0 MAPbBr1.0 MAPbCl0.0 ,0,1,0,06,10,75,4498.065651,11959.62421,7344.352127,23802.04199
22,-,#22-B6-MAPIBr_0_1_10mM_75C_cap9-MAPbI0.0 MAPbBr1.0 MAPbCl0.0 ,0,1,0,09,10,75,902.8416587,1387.2542,311.987188,2602.083047
23,-,#23-A6-MAPIBr_0_1_5mM_75C_cap6-MAPbI0.0 MAPbBr1.0 MAPbCl0.0 ,0,1,0,06,5,75,4740.219114,18252.92219,16422.2556,39415.3969
24,-,#24-D7-MAPIBr_0_1_10mM_75C_cap7-MAPbI0.0 MAPbBr1.0 MAPbCl0.0 ,0,1,0,07,10,75,4064.564455,10167.3831,11846.42585,26078.3734
25,-,#25-C7-MAPIBr_0_1_10mM_75C_cap10-MAPbI0.0 MAPbBr1.0 MAPbCl0.0 ,0,1,0,10,10,75,4041.2622,7608.312864,1989.574375,13639.14944
26,-,#26-B7-MAPIBr_0_1_5mM_75C_cap7-MAPbI0.0 MAPbBr1.0 MAPbCl0.0 ,0,1,0,07,5,75,3407.17459,12965.13868,13162.32171,29534.63498
27,-,#27-A7-MAPIBr_0_1_5mM_75C_cap10-MAPbI0.0 MAPbBr1.0 MAPbCl0.0 ,0,1,0,10,5,75,5889.84051,10792.5682,7437.082261,24119.49097
