Num,Comments,Sample,MAPbI,MAPbBr,MAPbCl,Capping,Concentration,Annealing,Red,Green,Blue,Merit
0,-,#0-D1-MAPIBr_1_0_10mM_100C_cap9-MAPbI1.0 MAPbBr0.0 MAPbCl0.0 ,1,0,0,09,10,100,1471.998929,830.4043058,739.5663208,3041.969556
1,-,#1-C1-MAPIBr_1_0_5mM_100C_cap6-MAPbI1.0 MAPbBr0.0 MAPbCl0.0 ,1,0,0,06,5,100,25001.35124,23853.62111,4732.826005,53587.79835
2,-,#2-B1-MAPIBr_1_0_5mM_100C_cap9-MAPbI1.0 MAPbBr0.0 MAPbCl0.0 ,1,0,0,09,5,100,17423.1199,10823.1593,3363.144392,31609.42358
3,-,#3-A1-MAPIBr_1_0_10mM_75C_cap6-MAPbI1.0 MAPbBr0.0 MAPbCl0.0 ,1,0,0,06,10,75,26980.00074,27144.5581,4728.247315,58852.80615
4,-,#4-D2-MAPIBr_1_0_5mM_100C_cap7-MAPbI1.0 MAPbBr0.0 MAPbCl0.0 ,1,0,0,07,5,100,31484.62388,31659.88225,5854.571187,68999.07732
5,-,#5-C2-MAPIBr_1_0_5mM_100C_cap10-MAPbI1.0 MAPbBr0.0 MAPbCl0.0 ,1,0,0,10,5,100,29936.07517,33050.69778,4507.108112,67493.88107
6,-,#6-B2-MAPIBr_1_0_10mM_75C_cap7-MAPbI1.0 MAPbBr0.0 MAPbCl0.0 ,1,0,0,07,10,75,23206.78501,25950.12243,9837.35068,58994.25812
7,-,#7-A2-MAPIBr_1_0_10mM_75C_cap10-MAPbI1.0 MAPbBr0.0 MAPbCl0.0 ,1,0,0,10,10,75,25243.64858,24785.98858,15917.21108,65946.84824
8,-,#8-D3-MAPIBr_1_0_5mM_100C_PTAI-MAPbI1.0 MAPbBr0.0 MAPbCl0.0 ,1,0,0,PTEAI,5,100,15793.60326,15096.953,3436.820685,34327.37694
9,-,#9-C3-MAPIBr_1_0_10mM_75C_cap8-MAPbI1.0 MAPbBr0.0 MAPbCl0.0 ,1,0,0,08,10,75,39216.09735,40295.97977,7117.471563,86629.54869
10,-,#10-B3-MAPIBr_1_0_10mM_75C_PTAI-MAPbI1.0 MAPbBr0.0 MAPbCl0.0 ,1,0,0,PTEAI,10,75,5091.389394,4737.261558,4347.83827,14176.48922
11,-,#11-A3-MAPIBr_1_0_5mM_75C_cap8-MAPbI1.0 MAPbBr0.0 MAPbCl0.0 ,1,0,0,08,5,75,36498.09571,39451.93014,3757.277749,79707.30359
12,-,#12-D4---MAPbI1.0 MAPbBr0.0 MAPbCl0.0 ,1,0,0,NaN,0,0,118.3111713,140.5220114,308.0443684,566.8775511
13,-,#13-C4-MAPIBr_1_0_5mM_75C_cap6-MAPbI1.0 MAPbBr0.0 MAPbCl0.0 ,1,0,0,06,5,75,27929.34282,25124.61472,2176.381795,55230.33933
14,-,#14-B4-MAPIBr_1_0_5mM_75C_cap9-MAPbI1.0 MAPbBr0.0 MAPbCl0.0 ,1,0,0,09,5,75,8202.436646,5111.846965,750.2167151,14064.50033
15,-,#15-A4-MAPIBr_1_0-MAPbI1.0 MAPbBr0.0 MAPbCl0.0 ,1,0,0,0,0,0,32858.46996,26691.98002,13948.93531,73499.38529
16,-,#16-D5-MAPIBr_1_0_5mM_75C_cap7-MAPbI1.0 MAPbBr0.0 MAPbCl0.0 ,1,0,0,07,5,75,30492.53194,30745.16534,1513.73487,62751.43215
17,-,#17-C5-MAPIBr_1_0_5mM_75C_cap10-MAPbI1.0 MAPbBr0.0 MAPbCl0.0 ,1,0,0,10,5,75,31896.22915,34407.38683,2380.694947,68684.31093
18,-,#18-B5---MAPbI1.0 MAPbBr0.0 MAPbCl0.0 ,1,0,0,NaN,0,0,167.5827437,48.48212765,1288.202077,1504.266949
19,-,#19-A5-MAPIBr_1_0_10mM_100C_cap6 -MAPbI1.0 MAPbBr0.0 MAPbCl0.0 ,1,0,0,06,10,100,19400.414,16083.73358,6886.997212,42371.14479
20,-,#20-D6-MAPIBr_1_0_5mM_75C_PTAI-MAPbI1.0 MAPbBr0.0 MAPbCl0.0 ,1,0,0,PTEAI,5,75,2730.711612,3976.880321,4872.020708,11579.61264
21,-,#21-C6-MAPIBr_1_0-MAPbI1.0 MAPbBr0.0 MAPbCl0.0 ,1,0,0,0,0,0,29099.11132,28668.52671,1993.552765,59761.19079
22,-,#22-B6-MAPIBr_1_0_10mM_100C_cap7-MAPbI1.0 MAPbBr0.0 MAPbCl0.0 ,1,0,0,07,10,100,33240.59494,33036.17454,3636.096203,69912.86568
23,-,#23-A6-MAPIBr_1_0_10mM_100C_cap10-MAPbI1.0 MAPbBr0.0 MAPbCl0.0 ,1,0,0,10,10,100,25334.90579,24594.28994,14721.10267,64650.2984
24,-,#24-D7-MAPIBr_1_0-MAPbI1.0 MAPbBr0.0 MAPbCl0.0 ,1,0,0,0,0,0,31302.52665,27008.93023,2857.720613,61169.17749
25,-,#25-C7-MAPIBr_1_0_10mM_100C_cap8-MAPbI1.0 MAPbBr0.0 MAPbCl0.0 ,1,0,0,08,10,100,33022.31537,32945.17448,5469.744992,71437.23484
26,-,#26-B7-MAPIBr_1_0_10mM_100C_PTAI-MAPbI1.0 MAPbBr0.0 MAPbCl0.0 ,1,0,0,PTEAI,10,100,2353.176607,965.5852054,1725.104015,5043.865828
27,-,#27-A7-MAPIBr_1_0_5mM_100C_cap8-MAPbI1.0 MAPbBr0.0 MAPbCl0.0 ,1,0,0,08,5,100,38855.50904,39730.0643,4279.21987,82864.79321
