Num,Comments,Sample,MAPbI,MAPbBr,MAPbCl,Capping,Concentration,Annealing,Red,Green,Blue,Merit
0,-,#0-D1-MAPIBr_1_3_10mM_100C_cap3-MAPbI0.25 MAPbBr0.75 MAPbCl0.0 ,0.25,0.75,0,03,10,100,17177.88838,51133.34367,45043.67503,113354.9071
1,-,#1-C1-MAPIBr_1_3_10mM_100C_PTAI-MAPbI0.25 MAPbBr0.75 MAPbCl0.0 ,0.25,0.75,0,PTEAI,10,100,8495.709271,28260.55706,11084.72011,47840.98644
2,-,#2-B1-MAPIBr_1_3_5mM_100C_cap3-MAPbI0.25 MAPbBr0.75 MAPbCl0.0 ,0.25,0.75,0,03,5,100,15857.69071,58341.41595,51636.33224,125835.4389
3,-,#3-A1---MAPbI0.25 MAPbBr0.75 MAPbCl0.0 ,0.25,0.75,0,NaN,0,0,2731.69133,1080.60518,1742.220056,5554.516566
4,-,#4-D2-MAPIBr_1_3_5mM_100C_cap1-MAPbI0.25 MAPbBr0.75 MAPbCl0.0 ,0.25,0.75,0,01,5,100,11880.8433,51208.98291,42615.68684,105705.513
5,-,#5-C2-MAPIBr_1_3_5mM_100C_cap4-MAPbI0.25 MAPbBr0.75 MAPbCl0.0 ,0.25,0.75,0,04,5,100,12827.60282,45671.83441,24228.34656,82727.7838
6,-,#6-B2-MAPIBr_1_3_10mM_75C_cap1-MAPbI0.25 MAPbBr0.75 MAPbCl0.0 ,0.25,0.75,0,01,10,75,4874.45735,47317.02601,36410.25994,88601.74331
7,-,#7-A2-MAPIBr_1_3_10mM_100C_cap4-MAPbI0.25 MAPbBr0.75 MAPbCl0.0 ,0.25,0.75,0,04,10,100,8050.580692,39964.82772,13945.24444,61960.65285
8,-,#8-D3-MAPIBr_1_3_5mM_100C_cap5-MAPbI0.25 MAPbBr0.75 MAPbCl0.0 ,0.25,0.75,0,05,5,100,7519.129856,32444.65773,9534.414737,49498.20232
9,-,#9-C3-MAPIBr_1_3_10mM_75C_cap2-MAPbI0.25 MAPbBr0.75 MAPbCl0.0 ,0.25,0.75,0,02,10,75,14175.14033,49293.29045,32703.58106,96172.01184
10,-,#10-B3-MAPIBr_1_3_10mM_75C_cap5-MAPbI0.25 MAPbBr0.75 MAPbCl0.0 ,0.25,0.75,0,05,10,75,1412.389114,23435.73989,4739.971996,29588.101
11,-,#11-A3-MAPIBr_1_3_5mM_100C_cap2-MAPbI0.25 MAPbBr0.75 MAPbCl0.0 ,0.25,0.75,0,02,5,100,3640.093172,41515.19924,23612.5235,68767.81591
12,-,#12-D4-MAPIBr_1_3_10mM_75C_cap3-MAPbI0.25 MAPbBr0.75 MAPbCl0.0 ,0.25,0.75,0,03,10,75,19614.50766,54126.88869,44100.42626,117841.8226
13,-,#13-C4-MAPIBr_1_3_10mM_75C_PTAI-MAPbI0.25 MAPbBr0.75 MAPbCl0.0 ,0.25,0.75,0,PTEAI,10,75,5165.133725,26265.52793,7523.304154,38953.96581
14,-,#14-B4-MAPIBr_1_3_5mM_75C_cap3-MAPbI0.25 MAPbBr0.75 MAPbCl0.0 ,0.25,0.75,0,03,5,75,13421.47042,47257.73121,22224.21867,82903.4203
