Num,Comments,Sample,MAPbI,MAPbBr,MAPbCl,Capping,Concentration,Annealing,Red,Green,Blue,Merit
0,-,#0-D1-MAPIBr_3_1_10mM_100C_cap1-MAPbI0.75 MAPbBr0.25 MAPbCl0.0 ,0.75,0.25,0,01,10,100,25929.69804,32474.70432,5204.956072,63609.35843
1,-,#1-C1-MAPIBr_3_1_10mM_100C_cap2-MAPbI0.75 MAPbBr0.25 MAPbCl0.0 ,0.75,0.25,0,02,10,100,27846.43871,35368.73137,4055.05929,67270.22937
2,-,#2-B1-MAPIBr_3_1_10mM_100C_cap5-MAPbI0.75 MAPbBr0.25 MAPbCl0.0 ,0.75,0.25,0,05,10,100,26286.25933,24412.18655,3829.119054,54527.56494
3,-,#3-A1-MAPIBr_3_1_10mM_100C_cap8-MAPbI0.75 MAPbBr0.25 MAPbCl0.0 ,0.75,0.25,0,08,10,100,29972.85325,31623.92705,2197.631493,63794.4118
4,-,#4-D2-MAPIBr_3_1_10mM_100C_cap4-MAPbI0.75 MAPbBr0.25 MAPbCl0.0 ,0.75,0.25,0,04,10,100,29884.55608,28658.64039,8972.322443,67515.51892
5,-,#5-C2-MAPIBr_3_1_10mM_100C_cap5-MAPbI0.75 MAPbBr0.25 MAPbCl0.0 ,0.75,0.25,0,05,10,100,27500.35944,23822.0322,5273.988161,56596.3798
6,-,#6-B2-MAPIBr_3_1_10mM_100C_cap8-MAPbI0.75 MAPbBr0.25 MAPbCl0.0 ,0.75,0.25,0,08,10,100,35959.4187,35233.07153,4968.133854,76160.62408
7,-,#7-A2-MAPIBr_3_1_10mM_100C_PTAI-MAPbI0.75 MAPbBr0.25 MAPbCl0.0 ,0.75,0.25,0,PTEAI,10,100,14380.15781,10646.61404,5151.810814,30178.58267
8,-,#8-D3-MAPIBr_3_1-MAPbI0.75 MAPbBr0.25 MAPbCl0.0 ,0.75,0.25,0,0,0,0,25559.061,25804.26224,4577.093355,55940.41659
9,-,#9-C3-MAPIBr_3_1_10mM_100C_cap10-MAPbI0.75 MAPbBr0.25 MAPbCl0.0 ,0.75,0.25,0,10,10,100,24016.5623,28868.98928,4295.993867,57181.54545
10,-,#10-B3-MAPIBr_3_1_10mM_100C_PTAI-MAPbI0.75 MAPbBr0.25 MAPbCl0.0 ,0.75,0.25,0,PTEAI,10,100,13413.73635,11452.88266,3934.800141,28801.41915
11,-,#11-A3-MAPIBr_3_1-MAPbI0.75 MAPbBr0.25 MAPbCl0.0 ,0.75,0.25,0,0,0,0,29198.1885,25412.76928,5280.029775,59890.98755
12,-,#12-D4-MAPIBr_3_1_10mM_100C_cap10-MAPbI0.75 MAPbBr0.25 MAPbCl0.0 ,0.75,0.25,0,10,10,100,23694.86458,27963.33635,2945.997243,54604.19817
13,-,#13-C4-MAPIBr_3_1-MAPbI0.75 MAPbBr0.25 MAPbCl0.0 ,0.75,0.25,0,0,0,0,26333.49873,25519.56815,5250.19968,57103.26655
14,-,#14-B4-MAPIBr_3_1-MAPbI0.75 MAPbBr0.25 MAPbCl0.0 ,0.75,0.25,0,0,0,0,25960.17401,25178.28446,5193.563283,56332.02175
15,-,#15-A4-MAPIBr_3_1_10mM_100C_cap3-MAPbI0.75 MAPbBr0.25 MAPbCl0.0 ,0.75,0.25,0,03,10,100,30114.79951,25419.29512,8807.193592,64341.28822
16,-,#16-D5-MAPIBr_3_1-MAPbI0.75 MAPbBr0.25 MAPbCl0.0 ,0.75,0.25,0,0,0,0,27702.8314,24769.78467,3724.346105,56196.96217
17,-,#17-C5-MAPIBr_3_1_10mM_100C_cap9-MAPbI0.75 MAPbBr0.25 MAPbCl0.0 ,0.75,0.25,0,09,10,100,27286.21696,23071.42644,6692.489201,57050.13261
18,-,#18-B5-MAPIBr_3_1_10mM_100C_cap3-MAPbI0.75 MAPbBr0.25 MAPbCl0.0 ,0.75,0.25,0,03,10,100,26441.88462,23692.61932,9876.693378,60011.19732
19,-,#19-A5-MAPIBr_3_1_10mM_100C_cap7-MAPbI0.75 MAPbBr0.25 MAPbCl0.0 ,0.75,0.25,0,07,10,100,21346.89688,26790.32678,6853.669076,54990.89274
20,-,#20-D6-MAPIBr_3_1_10mM_100C_cap9-MAPbI0.75 MAPbBr0.25 MAPbCl0.0 ,0.75,0.25,0,09,10,100,27414.13835,23236.1702,3814.450653,54464.75921
21,-,#21-C6-MAPIBr_3_1_10mM_100C_cap6-MAPbI0.75 MAPbBr0.25 MAPbCl0.0 ,0.75,0.25,0,06,10,100,30318.82356,28877.81506,6441.753314,65638.39193
22,-,#22-B6-MAPIBr_3_1_10mM_100C_cap7-MAPbI0.75 MAPbBr0.25 MAPbCl0.0 ,0.75,0.25,0,07,10,100,19625.9506,25868.62877,7157.716823,52652.29619
23,-,#23-A6-MAPIBr_3_1_10mM_100C_cap1-MAPbI0.75 MAPbBr0.25 MAPbCl0.0 ,0.75,0.25,0,01,10,100,26639.41164,26116.41531,6119.705125,58875.53207
24,-,#24-D7-MAPIBr_3_1_10mM_100C_cap6-MAPbI0.75 MAPbBr0.25 MAPbCl0.0 ,0.75,0.25,0,06,10,100,30074.10871,28612.21456,4161.746083,62848.06935
25,-,#25-C7-MAPIBr_3_1-MAPbI0.75 MAPbBr0.25 MAPbCl0.0 ,0.75,0.25,0,0,0,0,26235.41425,22802.17142,3811.363476,52848.94914
