Num,Comments,Sample,MAPbI,MAPbBr,MAPbCl,Capping,Concentration,Annealing,Red,Green,Blue,Merit
0,-,#0-D1-MAPIBr_1_3_5mM_100C_cap10-MAPbI0.25 MAPbBr0.75 MAPbCl0.0 ,0.25,0.75,0,10,5,100,22043.54435,49570.53919,35847.0247,107461.1082
1,-,#1-C1-MAPIBr_1_3_10mM_75C_cap7-MAPbI0.25 MAPbBr0.75 MAPbCl0.0 ,0.25,0.75,0,07,10,75,13244.66044,53660.70733,48339.0267,115244.3945
2,-,#2-B1-MAPIBr_1_3_10mM_75C_cap10-MAPbI0.25 MAPbBr0.75 MAPbCl0.0 ,0.25,0.75,0,10,10,75,18849.22268,50706.06812,37329.09147,106884.3823
3,-,#3-A1-MAPIBr_1_3_5mM_75C_cap7-MAPbI0.25 MAPbBr0.75 MAPbCl0.0 ,0.25,0.75,0,07,5,75,8180.831113,49628.63204,44623.79155,102433.2547
4,-,#4-D2-MAPIBr_1_3_10mM_75C_cap8-MAPbI0.25 MAPbBr0.75 MAPbCl0.0 ,0.25,0.75,0,08,10,75,12773.0861,43213.89191,32241.1302,88228.10821
5,-,#5-C2-MAPIBr_1_3_10mM_75C_PTAI-MAPbI0.25 MAPbBr0.75 MAPbCl0.0 ,0.25,0.75,0,PTEAI,10,75,15390.65129,34395.96195,16680.10994,66466.72318
6,-,#6-B2-MAPIBr_1_3_5mM_75C_cap8-MAPbI0.25 MAPbBr0.75 MAPbCl0.0 ,0.25,0.75,0,08,5,75,14178.99086,50418.99272,37986.8492,102584.8328
7,-,#7-A2-MAPIBr_1_3_5mM_75C_PTAI-MAPbI0.25 MAPbBr0.75 MAPbCl0.0 ,0.25,0.75,0,PTEAI,5,75,8488.564402,34979.03342,13145.10018,56612.698
8,-,#8-D3-MAPIBr_1_3_5mM_75C_cap6-MAPbI0.25 MAPbBr0.75 MAPbCl0.0 ,0.25,0.75,0,06,5,75,21914.76735,52892.33077,36704.33194,111511.4301
9,-,#9-C3-MAPIBr_1_3_5mM_75C_cap9-MAPbI0.25 MAPbBr0.75 MAPbCl0.0 ,0.25,0.75,0,09,5,75,8817.882316,20814.97506,8803.523765,38436.38114
10,-,#10-B3-MAPIBr_1_3-MAPbI0.25 MAPbBr0.75 MAPbCl0.0 ,0.25,0.75,0,0,0,0,12816.16809,39619.79325,15166.21217,67602.1735
11,-,#11-A3---MAPbI0.25 MAPbBr0.75 MAPbCl0.0 ,0.25,0.75,0,NaN,0,0,869.5344861,175.0317729,900.0710376,1944.637297
12,-,#12-D4-MAPIBr_1_3_5mM_75C_cap10-MAPbI0.25 MAPbBr0.75 MAPbCl0.0 ,0.25,0.75,0,10,5,75,22319.83265,47003.99277,30911.14463,100234.9701
13,-,#13-C4-MAPIBr_1_3-MAPbI0.25 MAPbBr0.75 MAPbCl0.0 ,0.25,0.75,0,0,0,0,12855.8977,39468.35703,19477.54271,71801.79744
14,-,#14-B4-MAPIBr_1_3_10mM_100C_cap6-MAPbI0.25 MAPbBr0.75 MAPbCl0.0 ,0.25,0.75,0,06,10,100,11524.2174,45343.12074,27890.92341,84758.26155
15,-,#15-A4-MAPIBr_1_3_10mM_100C_cap9-MAPbI0.25 MAPbBr0.75 MAPbCl0.0 ,0.25,0.75,0,09,10,100,2540.882384,16344.65327,4294.116784,23179.65244
16,-,#16-D5-MAPIBr_1_3-MAPbI0.25 MAPbBr0.75 MAPbCl0.0 ,0.25,0.75,0,0,0,0,11368.06545,30395.04642,12007.01924,53770.13111
17,-,#17-C5-MAPIBr_1_3_10mM_100C_cap7-MAPbI0.25 MAPbBr0.75 MAPbCl0.0 ,0.25,0.75,0,07,10,100,13543.61204,55562.96924,48896.85166,118003.4329
18,-,#18-B5-MAPIBr_1_3_10mM_100C_cap10-MAPbI0.25 MAPbBr0.75 MAPbCl0.0 ,0.25,0.75,0,10,10,100,17407.87978,49400.97431,31003.41659,97812.27069
19,-,#19-A5-MAPIBr_1_3_5mM_100C_cap7-MAPbI0.25 MAPbBr0.75 MAPbCl0.0 ,0.25,0.75,0,07,5,100,4481.94196,45669.55632,39435.95414,89587.45242
20,-,#20-D6-MAPIBr_1_3_10mM_100C_cap8-MAPbI0.25 MAPbBr0.75 MAPbCl0.0 ,0.25,0.75,0,08,10,100,12118.26852,38230.00052,24303.00371,74651.27274
21,-,#21-C6-MAPIBr_1_3_10mM_100C_PTAI-MAPbI0.25 MAPbBr0.75 MAPbCl0.0 ,0.25,0.75,0,PTEAI,10,100,9887.911975,22766.79151,7341.348983,39996.05247
22,-,#22-B6-MAPIBr_1_3_5mM_100C_cap8-MAPbI0.25 MAPbBr0.75 MAPbCl0.0 ,0.25,0.75,0,08,5,100,12442.52246,51636.91773,40758.85572,104838.2959
23,-,#23-A6-MAPIBr_1_3_5mM_100C_PTAI-MAPbI0.25 MAPbBr0.75 MAPbCl0.0 ,0.25,0.75,0,PTEAI,5,100,9821.060093,29895.89409,11672.999,51389.95318
24,-,#24-D7-MAPIBr_1_3_5mM_100C_cap6-MAPbI0.25 MAPbBr0.75 MAPbCl0.0 ,0.25,0.75,0,06,5,100,19670.24074,45452.85956,29709.39466,94832.49496
25,-,#25-C7-MAPIBr_1_3_5mM_100C_cap9-MAPbI0.25 MAPbBr0.75 MAPbCl0.0 ,0.25,0.75,0,09,5,100,11571.87299,25418.28682,10533.21445,47523.37427
